  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00
  7.00199E-01  7.00199E-01  7.00667E-01  7.01550E-01  7.02817E-01  7.04449E-01  7.06427E-01  7.08731E-01  7.11343E-01  7.14248E-01  7.17427E-01  7.20866E-01  7.24552E-01  7.28471E-01  7.32615E-01  7.36973E-01  7.41540E-01  7.46308E-01  7.51273E-01  7.56434E-01  7.61787E-01  7.67332E-01  7.73070E-01  7.79003E-01  7.85144E-01  7.91579E-01  7.98366E-01  8.05488E-01  8.12923E-01  8.20650E-01  8.28645E-01  8.36884E-01  8.45341E-01  8.53992E-01  8.62813E-01  8.71780E-01  8.80867E-01  8.90054E-01  8.99315E-01  9.08630E-01  9.17976E-01  9.27331E-01  9.36672E-01  9.45968E-01  9.55168E-01  9.64150E-01  9.72607E-01  9.79836E-01  9.84469E-01  9.84469E-01
  4.87189E-01  4.87189E-01  4.87920E-01  4.89310E-01  4.91310E-01  4.93877E-01  4.96969E-01  5.00542E-01  5.04556E-01  5.08972E-01  5.13756E-01  5.18877E-01  5.24310E-01  5.30036E-01  5.36040E-01  5.42312E-01  5.48848E-01  5.55647E-01  5.62715E-01  5.70061E-01  5.77695E-01  5.85635E-01  5.93900E-01  6.02514E-01  6.11529E-01  6.21183E-01  6.31644E-01  6.42869E-01  6.54817E-01  6.67450E-01  6.80728E-01  6.94612E-01  7.09065E-01  7.24048E-01  7.39520E-01  7.55442E-01  7.71773E-01  7.88471E-01  8.05492E-01  8.22791E-01  8.40322E-01  8.58036E-01  8.75878E-01  8.93780E-01  9.11625E-01  9.29154E-01  9.45743E-01  9.59971E-01  9.69104E-01  9.69104E-01
  3.69596E-01  3.69596E-01  3.70512E-01  3.72270E-01  3.74797E-01  3.78014E-01  3.81837E-01  3.86183E-01  3.90970E-01  3.96125E-01  4.01582E-01  4.07287E-01  4.13194E-01  4.19271E-01  4.25494E-01  4.31852E-01  4.38342E-01  4.44969E-01  4.51751E-01  4.58709E-01  4.65875E-01  4.73286E-01  4.80987E-01  4.89034E-01  4.97523E-01  5.06819E-01  5.17206E-01  5.28677E-01  5.41226E-01  5.54846E-01  5.69530E-01  5.85266E-01  6.02041E-01  6.19834E-01  6.38621E-01  6.58371E-01  6.79044E-01  7.00594E-01  7.22969E-01  7.46107E-01  7.69937E-01  7.94380E-01  8.19343E-01  8.44705E-01  8.70268E-01  8.95618E-01  9.19787E-01  9.40622E-01  9.54028E-01  9.54028E-01
  3.16267E-01  3.16267E-01  3.17452E-01  3.19733E-01  3.22996E-01  3.27100E-01  3.31899E-01  3.37242E-01  3.42990E-01  3.49015E-01  3.55207E-01  3.61474E-01  3.67742E-01  3.73959E-01  3.80087E-01  3.86107E-01  3.92012E-01  3.97810E-01  4.03519E-01  4.09172E-01  4.14807E-01  4.20476E-01  4.26239E-01  4.32172E-01  4.38396E-01  4.45304E-01  4.53248E-01  4.62302E-01  4.72545E-01  4.84054E-01  4.96905E-01  5.11166E-01  5.26899E-01  5.44153E-01  5.62964E-01  5.83353E-01  6.05325E-01  6.28865E-01  6.53938E-01  6.80491E-01  7.08447E-01  7.37706E-01  7.68139E-01  7.99571E-01  8.31711E-01  8.63970E-01  8.95018E-01  9.21951E-01  9.39334E-01  9.39334E-01
  2.95476E-01  2.95476E-01  2.97075E-01  3.00153E-01  3.04522E-01  3.09954E-01  3.16209E-01  3.23049E-01  3.30252E-01  3.37625E-01  3.45001E-01  3.52249E-01  3.59266E-01  3.65978E-01  3.72337E-01  3.78317E-01  3.83910E-01  3.89123E-01  3.93979E-01  3.98510E-01  4.02758E-01  4.06778E-01  4.10631E-01  4.14394E-01  4.18186E-01  4.22342E-01  4.27202E-01  4.32916E-01  4.39646E-01  4.47565E-01  4.56848E-01  4.67669E-01  4.80199E-01  4.94594E-01  5.10999E-01  5.29534E-01  5.50297E-01  5.73353E-01  5.98735E-01  6.26438E-01  6.56418E-01  6.88586E-01  7.22799E-01  7.58840E-01  7.96328E-01  8.34495E-01  8.71633E-01  9.04082E-01  9.25095E-01  9.25095E-01
  2.88048E-01  2.88048E-01  2.90211E-01  2.94354E-01  3.00187E-01  3.07362E-01  3.15512E-01  3.24286E-01  3.33365E-01  3.42476E-01  3.51399E-01  3.59963E-01  3.68044E-01  3.75559E-01  3.82458E-01  3.88720E-01  3.94346E-01  3.99351E-01  4.03765E-01  4.07627E-01  4.10982E-01  4.13882E-01  4.16386E-01  4.18561E-01  4.20503E-01  4.22448E-01  4.24668E-01  4.27342E-01  4.30680E-01  4.34914E-01  4.40294E-01  4.47088E-01  4.55569E-01  4.66014E-01  4.78694E-01  4.93861E-01  5.11744E-01  5.32538E-01  5.56393E-01  5.83407E-01  6.13618E-01  6.46996E-01  6.83425E-01  7.22676E-01  7.64302E-01  8.07359E-01  8.49763E-01  8.87103E-01  9.11365E-01  9.11365E-01
  2.85227E-01  2.85227E-01  2.88082E-01  2.93524E-01  3.01122E-01  3.10366E-01  3.20730E-01  3.31721E-01  3.42908E-01  3.53938E-01  3.64537E-01  3.74506E-01  3.83714E-01  3.92083E-01  3.99581E-01  4.06208E-01  4.11985E-01  4.16950E-01  4.21153E-01  4.24643E-01  4.27477E-01  4.29708E-01  4.31391E-01  4.32583E-01  4.33353E-01  4.33836E-01  4.34211E-01  4.34647E-01  4.35351E-01  4.36564E-01  4.38568E-01  4.41678E-01  4.46240E-01  4.52627E-01  4.61222E-01  4.72415E-01  4.86582E-01  5.04077E-01  5.25205E-01  5.50218E-01  5.79288E-01  6.12495E-01  6.49805E-01  6.91019E-01  7.35658E-01  7.82629E-01  8.29480E-01  8.71072E-01  8.98185E-01  8.98185E-01
  2.83723E-01  2.83723E-01  2.87389E-01  2.94334E-01  3.03946E-01  3.15505E-01  3.28290E-01  3.41641E-01  3.55003E-01  3.67941E-01  3.80139E-01  3.91385E-01  4.01560E-01  4.10613E-01  4.18546E-01  4.25397E-01  4.31225E-01  4.36103E-01  4.40106E-01  4.43308E-01  4.45779E-01  4.47580E-01  4.48768E-01  4.49391E-01  4.49495E-01  4.49132E-01  4.48394E-01  4.47413E-01  4.46359E-01  4.45445E-01  4.44934E-01  4.45143E-01  4.46445E-01  4.49260E-01  4.54058E-01  4.61337E-01  4.71613E-01  4.85400E-01  5.03182E-01  5.25392E-01  5.52381E-01  5.84391E-01  6.21518E-01  6.63648E-01  7.10311E-01  7.60296E-01  8.10813E-01  8.56022E-01  8.85583E-01  8.85583E-01
  2.82474E-01  2.82474E-01  2.87059E-01  2.95694E-01  3.07530E-01  3.21592E-01  3.36919E-01  3.52664E-01  3.68140E-01  3.82838E-01  3.96413E-01  4.08665E-01  4.19508E-01  4.28939E-01  4.37014E-01  4.43826E-01  4.49482E-01  4.54100E-01  4.57789E-01  4.60650E-01  4.62772E-01  4.64227E-01  4.65075E-01  4.65359E-01  4.65108E-01  4.64315E-01  4.63002E-01  4.61255E-01  4.59192E-01  4.56973E-01  4.54815E-01  4.52997E-01  4.51872E-01  4.51869E-01  4.53492E-01  4.57315E-01  4.63961E-01  4.74088E-01  4.88356E-01  5.07390E-01  5.31748E-01  5.61870E-01  5.98027E-01  6.40241E-01  6.88092E-01  7.40295E-01  7.93750E-01  8.41967E-01  8.73576E-01  8.73576E-01
