  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00 -0.00000E+00
  0.00000E+00  4.10499E-01  8.19312E-01  1.22476E+00  1.62517E+00  2.01891E+00  2.40434E+00  2.77990E+00  3.14404E+00  3.49525E+00  3.83211E+00  4.15321E+00  4.45725E+00  4.74298E+00  5.00921E+00  5.25486E+00  5.47892E+00  5.68046E+00  5.85866E+00  6.01279E+00  6.14221E+00  6.24638E+00  6.32490E+00  6.37742E+00  6.40373E+00  6.40373E+00  6.37742E+00  6.32490E+00  6.24638E+00  6.14221E+00  6.01279E+00  5.85866E+00  5.68046E+00  5.47892E+00  5.25486E+00  5.00921E+00  4.74298E+00  4.45725E+00  4.15321E+00  3.83211E+00  3.49525E+00  3.14404E+00  2.77990E+00  2.40434E+00  2.01890E+00  1.62517E+00  1.22476E+00  8.19311E-01  4.10500E-01 -8.02376E-07
  0.00000E+00  8.19312E-01  1.63526E+00  2.44448E+00  3.24366E+00  4.02951E+00  4.79881E+00  5.54838E+00  6.27516E+00  6.97615E+00  7.64847E+00  8.28936E+00  8.89619E+00  9.46647E+00  9.99784E+00  1.04881E+01  1.09353E+01  1.13376E+01  1.16932E+01  1.20009E+01  1.22592E+01  1.24671E+01  1.26238E+01  1.27286E+01  1.27811E+01  1.27811E+01  1.27286E+01  1.26238E+01  1.24671E+01  1.22592E+01  1.20009E+01  1.16932E+01  1.13376E+01  1.09353E+01  1.04881E+01  9.99784E+00  9.46647E+00  8.89619E+00  8.28936E+00  7.64847E+00  6.97614E+00  6.27516E+00  5.54838E+00  4.79881E+00  4.02951E+00  3.24366E+00  2.44448E+00  1.63526E+00  8.19312E-01 -1.60145E-06
  0.00000E+00  1.22476E+00  2.44448E+00  3.65416E+00  4.84883E+00  6.02357E+00  7.17355E+00  8.29406E+00  9.38049E+00  1.04284E+01  1.14334E+01  1.23914E+01  1.32986E+01  1.41511E+01  1.49454E+01  1.56783E+01  1.63468E+01  1.69481E+01  1.74798E+01  1.79396E+01  1.83258E+01  1.86366E+01  1.88708E+01  1.90275E+01  1.91060E+01  1.91060E+01  1.90275E+01  1.88708E+01  1.86366E+01  1.83258E+01  1.79396E+01  1.74798E+01  1.69481E+01  1.63468E+01  1.56783E+01  1.49454E+01  1.41511E+01  1.32986E+01  1.23914E+01  1.14334E+01  1.04284E+01  9.38049E+00  8.29406E+00  7.17355E+00  6.02356E+00  4.84883E+00  3.65416E+00  2.44448E+00  1.22476E+00 -2.39395E-06
  0.00000E+00  1.62517E+00  3.24366E+00  4.84883E+00  6.43406E+00  7.99286E+00  9.51882E+00  1.10057E+01  1.24473E+01  1.38377E+01  1.51713E+01  1.64426E+01  1.76463E+01  1.87775E+01  1.98315E+01  2.08040E+01  2.16911E+01  2.24890E+01  2.31945E+01  2.38047E+01  2.43170E+01  2.47295E+01  2.50403E+01  2.52482E+01  2.53524E+01  2.53524E+01  2.52482E+01  2.50403E+01  2.47295E+01  2.43171E+01  2.38047E+01  2.31945E+01  2.24890E+01  2.16911E+01  2.08040E+01  1.98315E+01  1.87775E+01  1.76463E+01  1.64426E+01  1.51713E+01  1.38377E+01  1.24473E+01  1.10057E+01  9.51882E+00  7.99286E+00  6.43406E+00  4.84883E+00  3.24366E+00  1.62517E+00 -3.17661E-06
  0.00000E+00  2.01891E+00  4.02951E+00  6.02357E+00  7.99286E+00  9.92932E+00  1.18250E+01  1.36720E+01  1.54629E+01  1.71903E+01  1.88470E+01  2.04262E+01  2.19215E+01  2.33268E+01  2.46362E+01  2.58443E+01  2.69463E+01  2.79375E+01  2.88139E+01  2.95719E+01  3.02084E+01  3.07208E+01  3.11069E+01  3.13652E+01  3.14946E+01  3.14946E+01  3.13652E+01  3.11069E+01  3.07208E+01  3.02084E+01  2.95719E+01  2.88139E+01  2.79375E+01  2.69463E+01  2.58443E+01  2.46362E+01  2.33268E+01  2.19215E+01  2.04262E+01  1.88470E+01  1.71903E+01  1.54629E+01  1.36720E+01  1.18250E+01  9.92931E+00  7.99286E+00  6.02357E+00  4.02951E+00  2.01891E+00 -3.94622E-06
  0.00000E+00  2.40434E+00  4.79881E+00  7.17355E+00  9.51882E+00  1.18250E+01  1.40825E+01  1.62822E+01  1.84150E+01  2.04721E+01  2.24451E+01  2.43259E+01  2.61067E+01  2.77802E+01  2.93396E+01  3.07784E+01  3.20907E+01  3.32711E+01  3.43149E+01  3.52176E+01  3.59756E+01  3.65858E+01  3.70457E+01  3.73533E+01  3.75074E+01  3.75074E+01  3.73533E+01  3.70457E+01  3.65858E+01  3.59756E+01  3.52176E+01  3.43149E+01  3.32711E+01  3.20907E+01  3.07784E+01  2.93396E+01  2.77802E+01  2.61067E+01  2.43259E+01  2.24451E+01  2.04721E+01  1.84150E+01  1.62822E+01  1.40825E+01  1.18250E+01  9.51882E+00  7.17356E+00  4.79881E+00  2.40435E+00 -4.69961E-06
  0.00000E+00  2.77990E+00  5.54838E+00  8.29406E+00  1.10057E+01  1.36720E+01  1.62822E+01  1.88255E+01  2.12914E+01  2.36699E+01  2.59510E+01  2.81256E+01  3.01845E+01  3.21195E+01  3.39224E+01  3.55859E+01  3.71033E+01  3.84681E+01  3.96749E+01  4.07186E+01  4.15950E+01  4.23005E+01  4.28322E+01  4.31879E+01  4.33661E+01  4.33661E+01  4.31879E+01  4.28322E+01  4.23005E+01  4.15950E+01  4.07186E+01  3.96749E+01  3.84681E+01  3.71033E+01  3.55859E+01  3.39224E+01  3.21195E+01  3.01845E+01  2.81256E+01  2.59510E+01  2.36699E+01  2.12914E+01  1.88255E+01  1.62822E+01  1.36720E+01  1.10057E+01  8.29407E+00  5.54838E+00  2.77991E+00 -5.43369E-06
  0.00000E+00  3.14404E+00  6.27516E+00  9.38049E+00  1.24473E+01  1.54629E+01  1.84150E+01  2.12914E+01  2.40804E+01  2.67704E+01  2.93503E+01  3.18097E+01  3.41384E+01  3.63267E+01  3.83658E+01  4.02473E+01  4.19634E+01  4.35070E+01  4.48718E+01  4.60523E+01  4.70435E+01  4.78414E+01  4.84427E+01  4.88450E+01  4.90465E+01  4.90465E+01  4.88450E+01  4.84427E+01  4.78414E+01  4.70435E+01  4.60523E+01  4.48718E+01  4.35070E+01  4.19634E+01  4.02473E+01  3.83658E+01  3.63267E+01  3.41384E+01  3.18097E+01  2.93503E+01  2.67704E+01  2.40804E+01  2.12914E+01  1.84150E+01  1.54629E+01  1.24473E+01  9.38049E+00  6.27515E+00  3.14404E+00 -6.14544E-06
  0.00000E+00  3.49525E+00  6.97615E+00  1.04284E+01  1.38377E+01  1.71903E+01  2.04721E+01  2.36699E+01  2.67704E+01  2.97608E+01  3.26290E+01  3.53631E+01  3.79519E+01  4.03847E+01  4.26516E+01  4.47433E+01  4.66510E+01  4.83671E+01  4.98844E+01  5.11967E+01  5.22987E+01  5.31857E+01  5.38542E+01  5.43014E+01  5.45255E+01  5.45255E+01  5.43014E+01  5.38542E+01  5.31857E+01  5.22987E+01  5.11967E+01  4.98844E+01  4.83671E+01  4.66510E+01  4.47433E+01  4.26516E+01  4.03847E+01  3.79519E+01  3.53631E+01  3.26290E+01  2.97608E+01  2.67704E+01  2.36699E+01  2.04721E+01  1.71902E+01  1.38377E+01  1.04284E+01  6.97614E+00  3.49526E+00 -6.83194E-06
